Row 1: Num | ID | Work Item Type | Title | Test Step | Step Action | Step Expected | Area Path
Row 400:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 401:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 402:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 403:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 404:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 405:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 406:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 407:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 408:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 409:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 410:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 411:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 412:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 413:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_MachineInactivityLimit“. <NL> InteractiveLogon_MachineInactivityLimit Should be 3000. <NL>  | 
Row 414: 17 | 8925935 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Require CTRL + ALT + DEL to log on |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 415:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 416:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 417:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 418:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 419:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 420:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 421:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 422:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Require CTRL + ALT + DEL to log on" settings to "Enable" and "Next" <NL>  |  <NL>  | 
Row 423:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 424:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 425:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 426:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 427:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 428:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 429:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 430:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 431:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 432:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 433:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 434:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 435:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 436:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 437:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 438:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DoNotRequireCTRLALTDEL“. <NL> InteractiveLogon_DoNotRequireCTRLALTDEL Should be 0. <NL>  | 
Row 439:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_DoNotRequireCTRLALTDEL“.  | 
Row 440: 18 | 8925966 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Run all admins in Admin Approval Mode |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 441:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 442:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 443:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 444:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 445:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 446:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 447:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 448:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 449:  |  |  |  | 5 | Set the "Run all admins in Admin Approval Mode" to "Enabled" |  <NL>  | 
Row 450:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 451:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 452:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 453:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 454:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 455:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 456:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 457:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 458:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 459:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 460:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 461:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 462:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 463:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_RunAllAdministratorsInAdminApprovalMode" under the "Managed policies".  <NL>  | "UserAccountControl_RunAllAdministratorsInAdminApprovalMode" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 464:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_RunAllAdministratorsInAdminApprovalMode" should be disappear <NL>  | 
Row 465:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 466: 19 | 8925972 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Smart card removal behavior |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 467:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 468:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 469:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 470:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 471:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 472:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 473:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 474:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Smart card removal behavior" settings to "Lock Workstation" and "Next" |  <NL>  | 
Row 475:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 476:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 477:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 478:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 479:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 480:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 481:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 482:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 483:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 484:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 485:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 486:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 487:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 488:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 489:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 490:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_SmartCardRemovalBehavior“. <NL> InteractiveLogon_SmartCardRemovalBehavior Should be 1. <NL>  | 
Row 491:  |  |  |  | 10 | Reopen the profile and changed the settings to "Force Logoff" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_SmartCardRemovalBehavior“. <NL> InteractiveLogon_SmartCardRemovalBehavior Should be 2. | 
Row 492:  |  |  |  | 11 | Reopen the profile and changed the settings to "Disconnect if a Remote Desktop Services session" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_SmartCardRemovalBehavior“. <NL> InteractiveLogon_SmartCardRemovalBehavior Should be 3. | 
Row 493:  |  |  |  | 12 | Reopen the profile and changed the settings to "Not Action" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_SmartCardRemovalBehavior“.  | 
Row 494: 20 | 8926040 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: User information on lock screen |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 495:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 496:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 497:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 498:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 499:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 500:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 501:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 502:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "User information on lock screen" settings to "User display name, domain and user names" and "Next" <NL>  |  <NL>  | 
Row 503:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 504:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 505:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 506:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 507:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 508:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 509:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 510:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 511:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 512:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 513:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 514:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 515:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 516:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 517:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 518:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked“. <NL> InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked Should be 1. <NL>  | 
Row 519:  |  |  |  | 10 | Reopen the profile and changed the settings to "User display name only" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked“. <NL> InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked Should be 2. | 
Row 520:  |  |  |  | 11 | Reopen the profile and changed the settings to "Do not display user information" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked“. <NL> InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked Should be 3. | 
Row 521:  |  |  |  | 12 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”InteractiveLogon_DisplayUserInformationWhenTheSessionIsLocked“.  | 
Row 522: 21 | 8926081 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Virtualize file and registry write failures to per-user locations |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 523:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 524:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 525:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 526:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 527:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 528:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 529:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 530:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 531:  |  |  |  | 5 | Set the "Virtualize file and registry write failures to per-user locations" to "Enabled" |  <NL>  | 
Row 532:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 533:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 534:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 535:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 536:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 537:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 538:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 539:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 540:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 541:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 542:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 543:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 544:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 545:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_VirtualizeFileAndRegistryWriteFailuresToPerUserLocations" under the "Managed policies".  <NL>  | "UserAccountControl_VirtualizeFileAndRegistryWriteFailuresToPerUserLocations" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 546:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_VirtualizeFileAndRegistryWriteFailuresToPerUserLocations" should be disppear <NL>  | 
Row 547:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 548: 22 | 8926094 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Admin Approval Mode For Built-in Administrator |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 549:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 550:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 551:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 552:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 553:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 554:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 555:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 556:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 557:  |  |  |  | 5 | Set the "Admin Approval Mode For Built-in Administrator" to "Enabled" |  <NL>  | 
Row 558:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 559:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 560:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 561:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 562:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 563:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 564:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 565:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 566:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 567:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 568:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 569:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 570:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 571:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_UseAdminApprovalMode" under the "Managed policies".  <NL>  | "UserAccountControl_UseAdminApprovalMode" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 572:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_UseAdminApprovalMode" should be disappear <NL>  | 
Row 573:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 574: 23 | 8926098 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Hide last signed-in user |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 575:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 576:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 577:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 578:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 579:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 580:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 581:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 582:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Hide last signed-in user" settings to "Enable" and "Next" <NL>  |  <NL>  | 
Row 583:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 584:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 585:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 586:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 587:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 588:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 589:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 590:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 591:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 592:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 593:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 594:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 595:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 596:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 597:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
